,blues,greens,reds,nirs,swir1s,swir2s,thermals,qa,dates
781,3180,3638,3908,4661,5286,4354,1285,224,1999-09-17
782,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1999-09-18
783,467,516,391,2445,1033,408,2685,66,1999-09-25
784,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1999-09-26
785,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1999-09-27
786,637,744,623,2466,1115,446,2015,66,1999-10-03
787,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1999-10-04
788,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1999-10-05
789,194,391,280,2095,876,379,2635,66,1999-10-11
790,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1999-10-12
791,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1999-10-13
792,629,725,601,2105,1004,351,2105,66,1999-10-19
793,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1999-10-20
794,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1999-10-21
795,1004,1136,1076,2575,1616,993,585,224,1999-10-27
796,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1999-10-29
797,376,482,360,1854,761,350,1705,66,1999-11-04
798,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1999-11-05
799,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1999-11-06
800,237,343,194,1804,672,296,1975,66,1999-11-12
801,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1999-11-13
802,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1999-11-14
803,4146,4337,4271,4428,3892,3092,-1095,224,1999-11-20
804,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1999-11-21
805,3155,3237,3309,4089,3615,3134,-1595,224,1999-11-28
806,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1999-11-29
807,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1999-11-30
808,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1999-12-06
809,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1999-12-07
810,510,653,627,1935,1021,669,405,66,1999-12-14
811,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1999-12-15
812,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1999-12-16
813,192,242,251,1587,656,321,1565,66,1999-12-22
814,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1999-12-23
815,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1999-12-24
816,345,335,236,1466,595,175,1155,66,1999-12-30
817,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1999-12-31
818,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-01-01
819,601,539,488,1586,654,251,1145,66,2000-01-07
820,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-01-08
821,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-01-09
822,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-01-16
823,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-01-17
824,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-02-01
825,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-02-02
826,5102,5034,4939,4980,3786,2650,-1785,224,2000-02-08
827,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-02-09
828,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-02-10
829,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-02-17
830,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-02-18
831,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-02-25
832,196,282,175,2033,840,298,1325,66,2000-03-03
833,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-03-04
834,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-03-12
835,20000,4804,20000,5867,4838,3951,-485,224,2000-03-19
836,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-03-20
837,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-03-21
838,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-03-27
839,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-03-28
840,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-03-29
841,305,379,283,2532,1045,388,1765,66,2000-04-04
842,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-04-06
843,384,564,456,2890,1400,654,2065,66,2000-04-12
844,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-04-13
845,254,427,260,2734,1179,442,1925,66,2000-04-20
846,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-04-21
847,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-04-22
848,252,440,330,2928,1293,559,2015,66,2000-04-28
849,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-04-29
850,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-04-30
851,20000,3444,3499,4204,1659,1381,-2745,224,2000-05-06
852,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-05-07
853,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-05-08
854,20000,20000,20000,20000,3547,2696,-3585,224,2000-05-14
855,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-05-15
856,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-05-16
857,624,861,771,2992,1629,940,1765,66,2000-05-22
858,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-05-23
859,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-05-24
860,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-05-30
861,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-05-31
862,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-06-01
863,20000,20000,20000,5666,20000,4983,815,224,2000-06-07
864,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-06-09
865,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-06-15
866,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-06-16
867,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-06-17
868,273,484,346,3162,1235,478,2485,66,2000-06-23
869,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-06-24
870,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-06-25
871,322,538,387,3243,1230,484,2235,66,2000-07-01
872,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-07-02
873,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-07-03
874,226,428,308,3217,1254,421,2685,66,2000-07-09
875,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-07-11
876,20000,20000,20000,20000,20000,4637,705,224,2000-07-17
877,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-07-18
878,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-07-19
879,202,408,237,3093,1254,542,2635,66,2000-07-25
880,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-07-26
881,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-07-27
882,493,663,514,2959,1334,612,3325,66,2000-08-02
883,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-08-03
884,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-08-04
885,282,414,303,2892,1167,436,2435,66,2000-08-10
886,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-08-11
887,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-08-12
888,189,393,293,2950,1227,583,2625,66,2000-08-18
889,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-08-19
890,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-08-20
891,251,391,312,2733,1029,384,2435,66,2000-08-26
892,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-08-27
893,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-08-28
894,351,458,403,2815,1267,541,2325,66,2000-09-03
895,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-09-04
896,251,379,293,2659,1053,451,2635,66,2000-09-11
897,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-09-12
898,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-09-13
899,300,382,306,2526,1075,461,3285,66,2000-09-19
900,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-09-20
901,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-09-21
902,20000,20000,20000,6716,5959,4651,1045,224,2000-09-27
903,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-09-28
904,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-09-29
905,328,539,420,2307,1009,452,2285,66,2000-10-05
906,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-10-06
907,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-10-07
908,249,368,210,2213,957,360,1925,66,2000-10-13
909,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-10-14
910,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-10-15
911,241,364,271,2123,874,405,2195,66,2000-10-21
912,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-10-22
913,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-10-23
914,2970,3272,3558,4430,4905,4236,935,224,2000-10-29
915,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-10-30
916,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-10-31
917,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-11-07
918,221,275,151,1926,678,255,1045,66,2000-11-14
919,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-11-15
920,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-11-16
921,4105,4423,4539,5006,5181,4318,295,224,2000-11-22
922,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-11-23
923,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-11-24
924,4735,4966,5237,5625,4875,3674,465,224,2000-11-30
925,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-12-01
926,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-12-02
927,6459,6844,6879,7325,6602,4894,-25,224,2000-12-08
928,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-12-09
929,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-12-10
930,209,206,164,1368,467,177,1275,66,2000-12-16
931,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-12-17
932,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-12-18
933,326,334,255,1912,703,245,1235,66,2000-12-24
934,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-12-25
935,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2000-12-26
936,465,524,442,1863,860,356,815,66,2001-01-01
937,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-01-02
938,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-01-03
939,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-01-09
940,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-01-11
941,113,236,218,1524,519,206,985,66,2001-01-17
942,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-01-18
943,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-01-19
944,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-01-26
945,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-01-27
946,561,679,599,2351,1049,550,585,72,2001-02-02
947,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-02-03
948,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-02-04
949,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-02-11
950,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-02-12
951,20000,20000,20000,7262,4678,3438,-1315,224,2001-02-18
952,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-02-19
953,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-02-20
954,2567,2731,2665,3559,2660,1964,-1525,224,2001-02-26
955,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-02-27
956,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-02-28
957,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-03-06
958,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-03-07
959,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-03-08
960,301,462,360,2401,1041,358,1475,66,2001-03-14
961,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-03-15
962,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-03-16
963,20000,20000,20000,7342,6459,5392,525,224,2001-03-22
964,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-03-23
965,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-03-24
966,247,350,281,2418,1055,440,2015,66,2001-03-30
967,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-03-31
968,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-04-01
969,20000,20000,20000,6355,3949,2506,-355,224,2001-04-07
970,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-04-08
971,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-04-09
972,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-04-16
973,273,426,315,2803,1146,462,1815,66,2001-04-23
974,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-04-24
975,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-04-25
976,233,428,327,2848,1158,452,2365,66,2001-05-01
977,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-05-02
978,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-05-03
979,268,450,326,2932,1234,508,2785,66,2001-05-09
980,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-05-10
981,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-05-11
982,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-05-18
983,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-05-19
984,1812,1900,1986,3120,2027,1460,-685,224,2001-05-25
985,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-05-26
986,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-05-27
987,439,652,538,3154,1476,700,2065,66,2001-06-02
988,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-06-03
989,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-06-04
990,262,461,342,3155,1319,501,2335,66,2001-06-10
991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-06-11
992,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-06-12
993,308,511,427,2980,1382,537,3365,66,2001-06-18
994,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-06-19
995,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-06-20
996,330,538,461,3386,1395,523,2075,66,2001-06-26
997,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-06-27
998,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-06-28
999,1352,1585,1587,2944,2015,1327,-25,224,2001-07-04
1000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-07-05
1001,20000,20000,20000,7987,20000,5371,985,224,2001-07-12
1002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-07-13
1003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-07-14
1004,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-07-21
1005,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-07-22
1006,264,435,328,2890,1349,521,2785,66,2001-07-28
1007,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-07-29
1008,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-07-30
1009,252,445,369,2815,1407,507,2835,66,2001-08-05
1010,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-08-06
1011,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-08-07
1012,292,457,342,2773,1222,487,2435,66,2001-08-13
1013,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-08-14
1014,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-08-15
1015,323,512,419,2536,1249,595,2545,66,2001-08-21
1016,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-08-22
1017,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-08-23
1018,268,440,336,2542,1185,439,2435,66,2001-08-29
1019,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-08-30
1020,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-08-31
1021,271,430,348,2451,1387,574,2795,66,2001-09-06
1022,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-09-07
1023,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-09-08
1024,337,471,375,2331,1077,439,2285,66,2001-09-14
1025,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-09-15
1026,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-09-16
1027,858,1064,994,2621,1834,1019,1375,160,2001-09-22
1028,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-09-23
1029,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-09-24
1030,252,412,288,2171,1028,451,2885,66,2001-09-30
1031,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-10-01
1032,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-10-02
1033,269,328,327,991,567,330,1425,72,2001-10-08
1034,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-10-10
1035,1002,1206,1345,2724,2478,1809,875,224,2001-10-16
1036,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-10-17
1037,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-10-18
1038,445,533,494,2063,1312,709,2105,66,2001-10-24
1039,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-10-25
1040,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-10-26
1041,1453,1531,1572,2832,1982,1347,-155,224,2001-11-01
1042,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-11-02
1043,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-11-03
1044,1009,1099,1085,2227,1487,1029,945,224,2001-11-09
1045,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-11-10
1046,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-11-11
1047,466,473,427,2389,1145,648,1605,96,2001-11-17
1048,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-11-19
1049,5950,6174,6117,6223,3408,2168,-2455,224,2001-11-25
1050,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-11-26
1051,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-11-27
1052,386,404,297,904,443,211,695,96,2001-12-03
1053,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-12-04
1054,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-12-05
1055,168,325,197,1383,629,308,1095,66,2001-12-11
1056,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-12-12
1057,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-12-13
1058,502,540,487,1413,651,368,155,96,2001-12-19
1059,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-12-20
1060,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2001-12-21
1061,1089,1328,1234,2338,1380,841,605,66,2001-12-27
1062,309,445,375,1810,774,406,695,66,2002-01-04
1063,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-01-05
1064,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-01-06
1065,2997,3260,3269,4387,4034,3728,605,224,2002-01-12
1066,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-01-13
1067,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-01-14
1068,193,364,207,1742,685,340,815,66,2002-01-20
1069,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-01-22
1070,5350,5511,5491,5891,4192,2736,-515,224,2002-01-28
1071,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-01-29
1072,209,298,180,2041,717,259,1155,66,2002-02-05
1073,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-02-06
1074,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-02-07
1075,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-02-14
1076,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-02-15
1077,225,346,250,2118,864,295,1495,66,2002-02-21
1078,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-02-22
1079,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-02-23
1080,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-03-02
1081,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-03-03
1082,1324,1410,1321,2876,1378,903,-555,224,2002-03-09
1083,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-03-10
1084,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-03-11
1085,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-03-18
1086,2974,3012,3048,4160,2101,1718,-3005,224,2002-03-25
1087,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-03-27
1088,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-04-03
1089,2727,2936,3044,4196,3265,2596,35,224,2002-04-10
1090,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-04-12
1091,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-04-19
1092,20000,20000,20000,20000,5069,3428,-895,224,2002-04-26
1093,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-04-28
1094,421,532,463,2816,1285,521,2065,66,2002-05-04
1095,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-05-05
1096,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-05-06
1097,1218,1381,1351,3275,1817,1147,155,224,2002-05-12
1098,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-05-13
1099,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-05-14
1100,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-05-20
1101,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-05-21
1102,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-05-22
1103,245,472,333,3133,1318,537,2025,66,2002-05-28
1104,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-05-30
1105,246,481,316,3271,1313,481,3445,66,2002-06-05
1106,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-06-06
1107,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-06-07
1108,370,596,446,3267,1391,523,2185,66,2002-06-13
1109,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-06-14
1110,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-06-15
1111,3049,3141,3383,4026,4170,3231,795,224,2002-06-21
1112,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-06-22
1113,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-06-23
1114,203,432,266,3255,1260,451,2585,66,2002-06-29
1115,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-06-30
1116,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-07-01
1117,241,459,325,3165,1314,490,2755,66,2002-07-07
1118,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-07-08
1119,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-07-09
1120,286,491,363,3116,1290,539,2185,66,2002-07-15
1121,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-07-16
1122,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-07-17
1123,311,508,391,3064,1317,458,2585,66,2002-07-23
1124,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-07-24
1125,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-07-25
1126,293,486,355,3049,1349,557,2635,66,2002-07-31
1127,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-08-01
1128,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-08-02
1129,336,530,405,2884,1384,577,3445,66,2002-08-08
1130,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-08-09
1131,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-08-10
1132,1189,1244,1180,2813,1334,548,2435,130,2002-08-16
1133,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-08-17
1134,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-08-18
1135,20000,7217,7430,7455,6162,4623,895,224,2002-08-24
1136,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-08-25
1137,251,488,304,2568,1172,444,3075,66,2002-09-01
1138,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-09-02
1139,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-09-03
1140,270,446,359,2474,1183,514,3325,66,2002-09-09
1141,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-09-10
1142,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-09-11
1143,214,369,259,2371,1146,422,2385,66,2002-09-17
1144,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-09-18
1145,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-09-19
1146,371,541,428,2332,1127,511,2835,66,2002-09-25
1147,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-09-26
1148,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-09-27
1149,236,351,312,2159,1004,447,2335,66,2002-10-03
1150,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-10-04
1151,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-10-05
1152,343,473,367,2023,1001,466,2495,66,2002-10-11
1153,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-10-12
1154,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-10-13
1155,408,517,473,2051,960,435,1765,66,2002-10-19
1156,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-10-20
1157,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-10-21
1158,332,499,464,1781,953,426,2015,66,2002-10-27
1159,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-10-28
1160,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-10-29
1161,450,526,548,1916,1134,483,1605,66,2002-11-04
1162,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-11-05
1163,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-11-06
1164,2123,2262,2283,3467,2420,1760,-1035,224,2002-11-12
1165,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2002-11-13
